PCA 1,PCA 2,mpg,cylinders,displacement,horsepower,weight,acceleration,model-year,origin,car-name
2.7411701352130877,0.9590175569187173,18.0,8,307.0,130.0,3504.0,12.0,70,1,"""chevrolet chevelle malibu"""
3.56281538857762,1.0649678518670966,15.0,8,350.0,165.0,3693.0,11.5,70,1,"""buick skylark 320"""
3.056284440211892,1.1737499696613294,18.0,8,318.0,150.0,3436.0,11.0,70,1,"""plymouth satellite"""
3.001626482621391,1.0553167851183396,16.0,8,304.0,150.0,3433.0,12.0,70,1,"""amc rebel sst"""
2.9922399505722024,1.2471876977796188,17.0,8,302.0,140.0,3449.0,10.5,70,1,"""ford torino"""
4.674118424921212,1.1348796578905151,15.0,8,429.0,198.0,4341.0,10.0,70,1,"""ford galaxie 500"""
5.154148235865094,1.3277442658779368,14.0,8,454.0,220.0,4354.0,9.0,70,1,"""chevrolet impala"""
5.074259848590233,1.4175539704754825,14.0,8,440.0,215.0,4312.0,8.5,70,1,"""plymouth fury iii"""
5.147660858181572,1.1690252796657894,14.0,8,455.0,225.0,4425.0,10.0,70,1,"""pontiac catalina"""
4.345315505518611,1.5116274209168035,15.0,8,390.0,190.0,3850.0,8.5,70,1,"""amc ambassador dpl"""
3.8292369882276263,1.303675016938492,15.0,8,383.0,170.0,3563.0,10.0,70,1,"""dodge challenger se"""
3.816793063252974,1.6317584061540644,14.0,8,340.0,160.0,3609.0,8.0,70,1,"""plymouth 'cuda 340"""
3.832418026146007,1.254541195614916,15.0,8,400.0,150.0,3761.0,9.5,70,1,"""chevrolet monte carlo"""
4.510406721361715,1.502861470848545,14.0,8,455.0,225.0,3086.0,10.0,70,1,"""buick estate wagon (sw)"""
-1.1655500230544344,2.4312926561772543,24.0,4,113.0,95.0,2372.0,15.0,70,3,"""toyota corona mark ii"""
0.6128347700769651,0.7340246683955932,22.0,6,198.0,95.0,2833.0,15.5,70,1,"""plymouth duster"""
0.8075094712142976,0.7898861290133101,18.0,6,199.0,97.0,2774.0,15.5,70,1,"""amc hornet"""
0.40159734953065584,0.6967868803357407,21.0,6,200.0,85.0,2587.0,16.0,70,1,"""ford maverick"""
-1.5178811255226587,2.540157973273298,27.0,4,97.0,88.0,2130.0,14.5,70,3,"""datsun pl510"""
-2.2744734727013785,0.9449966536282406,26.0,4,97.0,46.0,1835.0,20.5,70,2,"""volkswagen 1131 deluxe sedan"""
-1.0612919465333366,1.3085113114196667,25.0,4,110.0,87.0,2672.0,17.5,70,2,"""peugeot 504"""
-0.8195870180332094,1.8521205986701388,24.0,4,107.0,90.0,2430.0,14.5,70,2,"""audi 100 ls"""
-1.1437907962378013,1.4123268915659914,25.0,4,104.0,95.0,2375.0,17.5,70,2,"""saab 99e"""
-0.5251761493054419,2.2394290515693256,26.0,4,121.0,113.0,2234.0,12.5,70,2,"""bmw 2002"""
0.5745392473099984,0.8509612967194814,21.0,6,199.0,90.0,2648.0,15.0,70,1,"""amc gremlin"""
4.567137222304006,0.6259010168206958,10.0,8,360.0,215.0,4615.0,14.0,70,1,"""ford f250"""
3.98932749145727,0.5514237130643664,10.0,8,307.0,200.0,4376.0,15.0,70,1,"""chevy c20"""
4.234573927858667,0.7871871752034088,11.0,8,318.0,210.0,4382.0,13.5,70,1,"""dodge d200"""
3.787322802193652,-0.08355931617504855,9.0,8,304.0,193.0,4732.0,18.5,70,1,"""hi 1200d"""
-1.57590813561669,2.3549301477166167,27.0,4,97.0,88.0,2130.0,14.5,71,3,"""datsun pl510"""
-0.7722369844527752,0.8440674041437219,28.0,4,140.0,90.0,2264.0,15.5,71,1,"""chevrolet vega 2300"""
-1.2455097259870698,2.426822841244973,25.0,4,113.0,95.0,2228.0,14.0,71,3,"""toyota corona"""
-1.0822916896691621,0.4774142540387767,25.0,4,98.0,,2046.0,19.0,71,1,"""ford pinto"""
1.0370177033045183,0.9850418590884448,19.0,6,232.0,100.0,2634.0,13.0,71,1,"""amc gremlin"""
1.3521342432074914,0.4492207720727696,16.0,6,225.0,105.0,3439.0,15.5,71,1,"""plymouth satellite custom"""
1.2987034522810117,0.42381522819085843,17.0,6,250.0,100.0,3329.0,15.5,71,1,"""chevrolet chevelle malibu"""
1.0624848767707642,0.37817939248383303,19.0,6,250.0,88.0,3302.0,15.5,71,1,"""ford torino 500"""
1.157512735440424,0.44610072896085456,18.0,6,232.0,100.0,3288.0,15.5,71,1,"""amc matador"""
3.751814487839494,0.6832462801001579,14.0,8,350.0,165.0,4209.0,12.0,71,1,"""chevrolet impala"""
4.225341342731617,0.6660794358920215,14.0,8,400.0,175.0,4464.0,11.5,71,1,"""pontiac catalina brougham"""
3.461132813777537,0.43070982556649956,14.0,8,351.0,153.0,4154.0,13.5,71,1,"""ford galaxie 500"""
3.318173063885711,0.5525889907950476,14.0,8,318.0,150.0,4096.0,13.0,71,1,"""plymouth fury iii"""
4.541678456316465,0.5962248355444618,12.0,8,383.0,180.0,4955.0,11.5,71,1,"""dodge monaco (sw)"""
4.309185976217555,0.5137433219587026,13.0,8,400.0,170.0,4746.0,12.0,71,1,"""ford country squire (sw)"""
4.548514324299009,0.4296948826696347,13.0,8,400.0,175.0,5140.0,12.0,71,1,"""pontiac safari (sw)"""
1.4024554821755009,0.8331225213266593,18.0,6,258.0,110.0,2962.0,13.5,71,1,"""amc hornet sportabout (sw)"""
-0.9295820901832462,0.27302230281673384,22.0,4,140.0,72.0,2408.0,19.0,71,1,"""chevrolet vega (sw)"""
1.225378476995547,0.49421454922561153,19.0,6,250.0,100.0,3282.0,15.0,71,1,"""pontiac firebird"""
1.130518513055989,0.582003430683326,18.0,6,250.0,88.0,3139.0,14.5,71,1,"""ford mustang"""
-0.5151266688822342,1.14177287404179,23.0,4,122.0,86.0,2220.0,14.0,71,1,"""mercury capri 2000"""
-1.137599593086848,1.7731716720033484,28.0,4,116.0,90.0,2123.0,14.0,71,2,"""opel 1900"""
-2.1441234100618782,0.9068495369372506,30.0,4,79.0,70.0,2074.0,19.5,71,2,"""peugeot 304"""
-1.569620427186489,1.6856025202818994,30.0,4,88.0,76.0,2065.0,14.5,71,2,"""fiat 124b"""
-2.718903432308185,1.6796073459687408,31.0,4,71.0,65.0,1773.0,19.0,71,3,"""toyota corolla 1200"""
-2.85150097769465,1.8470277521692609,35.0,4,72.0,69.0,1613.0,18.0,71,3,"""datsun 1200"""
-2.093238279239512,1.021596304985451,27.0,4,97.0,60.0,1834.0,19.0,71,2,"""volkswagen model 111"""
-1.704545786905929,0.17038819540404007,26.0,4,91.0,70.0,1955.0,20.5,71,1,"""plymouth cricket"""
-1.3743922692923451,2.0072624634661738,24.0,4,113.0,95.0,2278.0,15.5,72,3,"""toyota corona hardtop"""
-1.1656267978633519,0.5114639890155002,25.0,4,97.5,80.0,2126.0,17.0,72,1,"""dodge colt hardtop"""
-2.2480096673237333,0.058200375476690415,23.0,4,97.0,54.0,2254.0,23.5,72,2,"""volkswagen type 3"""
-0.750112237765511,0.08017070350699114,20.0,4,140.0,90.0,2408.0,19.5,72,1,"""chevrolet vega"""
-0.7115490941973995,0.5883261838778417,21.0,4,122.0,86.0,2226.0,16.5,72,1,"""ford pinto runabout"""
3.7742265296808504,0.49097731131599953,13.0,8,350.0,165.0,4274.0,12.0,72,1,"""chevrolet impala"""
4.081664875857563,0.42353730558023556,14.0,8,400.0,175.0,4385.0,12.0,72,1,"""pontiac catalina"""
3.1811505301681584,0.2714628931906156,15.0,8,318.0,150.0,4135.0,13.5,72,1,"""plymouth fury iii"""
3.4392597935260634,0.32872532932280524,14.0,8,351.0,153.0,4129.0,13.0,72,1,"""ford galaxie 500"""
2.9978644063253643,0.693120134626752,17.0,8,304.0,150.0,3672.0,11.5,72,1,"""amc ambassador sst"""
4.902579460187137,0.6026258369867348,11.0,8,429.0,208.0,4633.0,11.0,72,1,"""mercury marquis"""
3.6349466561840638,0.17473639321508772,13.0,8,350.0,155.0,4502.0,13.5,72,1,"""buick lesabre custom"""
3.7143754907834077,0.20955217033057583,12.0,8,350.0,160.0,4456.0,13.5,72,1,"""oldsmobile delta 88 royale"""
4.256176312312361,0.3890146817974392,13.0,8,400.0,190.0,4422.0,12.5,72,1,"""chrysler newport royal"""
-1.2990255045419123,2.481634986158463,19.0,3,70.0,97.0,2330.0,13.5,72,3,"""mazda rx2 coupe"""
3.1054712485638953,0.5025784877927912,15.0,8,304.0,150.0,3892.0,12.5,72,1,"""amc matador (sw)"""
2.9631255491051123,0.17824820750945963,13.0,8,307.0,130.0,4098.0,14.0,72,1,"""chevrolet chevelle concours ("
2.9477828147673097,-0.14439758727251956,13.0,8,302.0,140.0,4294.0,16.0,72,1,"""ford gran torino (sw)"""
3.1549997354653643,0.21807741713637066,14.0,8,318.0,150.0,4077.0,14.0,72,1,"""plymouth satellite custom (sw"
-0.11509953027835204,1.4571383168263008,18.0,4,121.0,112.0,2933.0,14.5,72,2,"""volvo 145e (sw)"""
-1.2233980783900873,0.8845043513708291,22.0,4,121.0,76.0,2511.0,18.0,72,2,"""volkswagen 411 (sw)"""
-0.9853328721385097,0.578338278525914,21.0,4,120.0,87.0,2979.0,19.5,72,2,"""peugeot 504 (sw)"""
-1.7474457885575885,0.9377541734315636,26.0,4,96.0,69.0,2189.0,18.0,72,2,"""renault 12 (sw)"""
-0.6325714068978892,0.6140374125674222,22.0,4,122.0,86.0,2395.0,16.0,72,1,"""ford pinto (sw)"""
-1.8070508474208204,1.7474398379101828,28.0,4,97.0,92.0,2288.0,17.0,72,3,"""datsun 510 (sw)"""
-1.0714804955938992,2.1110210862121863,23.0,4,120.0,97.0,2506.0,14.5,72,3,"""toyouta corona mark ii (sw)"""
-1.1018424916275515,0.7819483277838216,28.0,4,98.0,80.0,2164.0,15.0,72,1,"""dodge colt (sw)"""
-1.84042043875278,1.869140285605338,27.0,4,97.0,88.0,2100.0,16.5,72,3,"""toyota corolla 1600 (sw)"""
3.6409192693269747,0.22347530290692252,13.0,8,350.0,175.0,4100.0,13.0,73,1,"""buick century 350"""
3.088350551529747,0.5353858004336733,14.0,8,304.0,150.0,3672.0,11.5,73,1,"""amc matador"""
3.2767164072148938,0.16630282994561327,13.0,8,350.0,145.0,3988.0,13.0,73,1,"""chevrolet malibu"""
2.8333859065611193,-0.0534403205412512,14.0,8,302.0,137.0,4042.0,14.5,73,1,"""ford gran torino"""
3.0488487707521337,0.32951152975825776,15.0,8,318.0,150.0,3777.0,12.5,73,1,"""dodge coronet custom"""
4.795180602318334,0.2233254811544768,12.0,8,429.0,198.0,4952.0,11.5,73,1,"""mercury marquis brougham"""
3.8516563927140575,0.15686452629101638,13.0,8,400.0,150.0,4464.0,12.0,73,1,"""chevrolet caprice classic"""
3.593918644401473,0.10850436861038545,13.0,8,351.0,158.0,4363.0,13.0,73,1,"""ford ltd"""
3.125067658957216,-0.08405160614978309,14.0,8,318.0,150.0,4237.0,14.5,73,1,"""plymouth fury gran sedan"""
4.910736803688715,0.38052171630160875,13.0,8,440.0,215.0,4735.0,11.0,73,1,"""chrysler new yorker brougham"""
5.226817563242473,0.3465089877510859,12.0,8,455.0,225.0,4951.0,11.0,73,1,"""buick electra 225 custom"""
3.740442413042229,0.5892831390623937,13.0,8,360.0,175.0,3821.0,11.0,73,1,"""amc ambassador brougham"""
0.8896256670489585,-0.014301675781075447,18.0,6,225.0,105.0,3121.0,16.5,73,1,"""plymouth valiant"""
0.9676223085470028,-0.3098126846529019,16.0,6,250.0,100.0,3278.0,18.0,73,1,"""chevrolet nova custom"""
0.8301669193233907,0.08415060466239968,18.0,6,232.0,100.0,2945.0,16.0,73,1,"""amc hornet"""
0.7660984201095511,-0.06707431312796325,18.0,6,250.0,88.0,3021.0,16.5,73,1,"""ford maverick"""
0.3749875906136449,0.0744647582753711,23.0,6,198.0,95.0,2904.0,16.0,73,1,"""plymouth duster"""
-2.441875877207069,0.2836312687008842,26.0,4,97.0,46.0,1950.0,21.0,73,2,"""volkswagen super beetle"""
4.0121216764651,-0.26573429319510744,11.0,8,400.0,150.0,4997.0,14.0,73,1,"""chevrolet impala"""
4.239641269558443,0.027041366450087975,12.0,8,400.0,167.0,4906.0,12.5,73,1,"""ford country"""
3.892857636730189,0.05937738920782582,13.0,8,360.0,170.0,4654.0,13.0,73,1,"""plymouth custom suburb"""
3.980183530890111,0.22435516373726916,12.0,8,350.0,180.0,4499.0,12.5,73,1,"""oldsmobile vista cruiser"""
0.8520275961683966,0.2770649229339109,18.0,6,232.0,100.0,2789.0,15.0,73,1,"""amc gremlin"""
-1.7069871329919206,1.3183841459655308,20.0,4,97.0,88.0,2279.0,19.0,73,3,"""toyota carina"""
-1.047515089556691,-0.1635340190859912,21.0,4,140.0,72.0,2401.0,19.5,73,1,"""chevrolet vega"""
-1.411858257223084,1.6642219049157918,22.0,4,108.0,94.0,2379.0,16.5,73,3,"""datsun 610"""
-1.4781305728737018,2.337075329581478,18.0,3,70.0,90.0,2124.0,13.5,73,3,"""maxda rx3"""
-0.8331613157359992,0.08960658141716363,19.0,4,122.0,85.0,2310.0,18.5,73,1,"""ford pinto"""
0.41255264115361867,0.5932901916654006,21.0,6,155.0,107.0,2472.0,14.0,73,1,"""mercury capri v6"""
-1.3033940056020032,1.1758387303514333,26.0,4,98.0,90.0,2265.0,15.5,73,2,"""fiat 124 sport coupe"""
3.222443924440198,0.12453798658358538,15.0,8,350.0,145.0,4082.0,13.0,73,1,"""chevrolet monte carlo s"""
4.683948995768577,0.7877188193185256,16.0,8,400.0,230.0,4278.0,9.5,73,1,"""pontiac grand prix"""
-2.5709242445636926,0.5505725415935996,29.0,4,68.0,49.0,1867.0,19.5,73,2,"""fiat 128"""
-1.3385847862395879,1.1570687042539578,24.0,4,116.0,75.0,2158.0,15.5,73,2,"""opel manta"""
-0.6368281572966341,1.3667904441274674,20.0,4,114.0,91.0,2582.0,14.0,73,2,"""audi 100ls"""
-0.34966946955897293,1.12493085306241,19.0,4,121.0,112.0,2868.0,15.5,73,2,"""volvo 144ea"""
3.013107601029307,0.6547847334764411,15.0,8,318.0,150.0,3399.0,11.0,73,1,"""dodge dart custom"""
-0.5727531831587248,1.3563245195328801,24.0,4,121.0,110.0,2660.0,14.0,73,2,"""saab 99le"""
0.13663635599945265,1.9065430902511504,20.0,6,156.0,122.0,2807.0,13.5,73,3,"""toyota mark ii"""
3.776452242512702,0.6727309821050472,11.0,8,350.0,180.0,3664.0,11.0,73,1,"""oldsmobile omega"""
0.5116535515541384,-0.20964484031256025,20.0,6,198.0,95.0,3102.0,16.5,74,1,"""plymouth duster"""
0.4122175904500514,-0.21472306402383967,21.0,6,200.0,,2875.0,17.0,74,1,"""ford maverick"""
0.7016951342717302,-0.09927174608714788,19.0,6,232.0,100.0,2901.0,16.0,74,1,"""amc hornet"""
1.0828068019803092,-0.34631564919559427,15.0,6,250.0,100.0,3336.0,17.0,74,1,"""chevrolet nova"""
-2.7559431169967543,1.0760330760798071,31.0,4,79.0,67.0,1950.0,19.0,74,3,"""datsun b210"""
-1.0302235111482272,0.09893239222370576,26.0,4,122.0,80.0,2451.0,16.5,74,1,"""ford pinto"""
-3.104713771258884,0.7910108040470974,32.0,4,71.0,65.0,1836.0,21.0,74,3,"""toyota corolla 1200"""
-0.9651055106278255,-0.02701204943322315,25.0,4,140.0,75.0,2542.0,17.0,74,1,"""chevrolet vega"""
1.2450859052190282,-0.46642645331927957,16.0,6,250.0,100.0,3781.0,17.0,74,1,"""chevrolet chevelle malibu cla"
1.213780801847527,-0.5643682319203593,16.0,6,258.0,110.0,3632.0,18.0,74,1,"""amc matador"""
1.0657502890052413,-0.32219373290005465,18.0,6,225.0,105.0,3613.0,16.5,74,1,"""plymouth satellite sebring"""
2.802607947231007,-0.19615958267476766,16.0,8,302.0,140.0,4141.0,14.0,74,1,"""ford gran torino"""
3.4647279198945142,-0.41303826844494573,13.0,8,350.0,150.0,4699.0,14.5,74,1,"""buick century luxus (sw)"""
3.2678464754051784,-0.17010850991345755,14.0,8,318.0,150.0,4457.0,13.5,74,1,"""dodge coronet custom (sw)"""
2.945940184734466,-0.6097829705831627,14.0,8,302.0,140.0,4638.0,16.0,74,1,"""ford gran torino (sw)"""
2.9243200339541433,-0.4117759139998472,14.0,8,304.0,150.0,4257.0,15.5,74,1,"""amc matador (sw)"""
-1.7004736193713963,0.80070949684283,29.0,4,98.0,83.0,2219.0,16.5,74,2,"""audi fox"""
-1.8196882886943961,1.0230718180684344,26.0,4,79.0,67.0,1963.0,15.5,74,2,"""volkswagen dasher"""
-1.3770296805373485,1.1030464891917433,26.0,4,97.0,78.0,2300.0,14.5,74,2,"""opel manta"""
-2.82641370228811,1.4971195878555783,31.0,4,76.0,52.0,1649.0,16.5,74,3,"""toyota corona"""
-2.826365261936331,1.0319182129853586,32.0,4,83.0,61.0,2003.0,19.0,74,3,"""datsun 710"""
-1.2722992466575347,0.4934784357717462,28.0,4,90.0,75.0,2125.0,14.5,74,1,"""dodge colt"""
-1.524658587741931,1.014969391635945,24.0,4,90.0,75.0,2108.0,15.5,74,2,"""fiat 128"""
-1.309583970939441,1.1626031127502305,26.0,4,116.0,75.0,2246.0,14.0,74,2,"""fiat 124 tc"""
-1.293181444679505,1.658628945505317,24.0,4,120.0,97.0,2489.0,15.0,74,3,"""honda civic"""
-1.5764512501000714,1.5905285271874205,26.0,4,108.0,93.0,2391.0,15.5,74,3,"""subaru"""
-2.097653188618448,0.8910141926235315,31.0,4,79.0,67.0,2000.0,16.0,74,2,"""fiat x1.9"""
0.7365421169046931,-0.3809291880219881,19.0,6,225.0,95.0,3264.0,16.0,75,1,"""plymouth valiant custom"""
1.0827250971123183,-0.4214995695934685,18.0,6,250.0,105.0,3459.0,16.0,75,1,"""chevrolet nova"""
0.39587902474858466,-1.2509840533767747,15.0,6,250.0,72.0,3432.0,21.0,75,1,"""mercury monarch"""
0.4096333219632224,-0.9516398742164754,15.0,6,250.0,72.0,3158.0,19.5,75,1,"""ford maverick"""
3.9394951189655183,-0.158204312495873,16.0,8,400.0,170.0,4668.0,11.5,75,1,"""pontiac catalina"""
3.1806646535741288,-0.48919412665410295,15.0,8,350.0,145.0,4440.0,14.0,75,1,"""chevrolet bel air"""
3.034219453865195,-0.537908130444085,16.0,8,318.0,150.0,4498.0,14.5,75,1,"""plymouth grand fury"""
3.4165948276555933,-0.4497908741829097,14.0,8,351.0,148.0,4657.0,13.5,75,1,"""ford ltd"""
0.8405546679085187,-1.2575432555628863,17.0,6,231.0,110.0,3907.0,21.0,75,1,"""buick century"""
1.1499262368621923,-0.8974236131334832,16.0,6,250.0,105.0,3897.0,18.5,75,1,"""chevroelt chevelle malibu"""
1.1557942588312988,-0.9188854610854545,15.0,6,258.0,110.0,3730.0,19.0,75,1,"""amc matador"""
0.7456881228892012,-0.9637214755380885,18.0,6,225.0,95.0,3785.0,19.0,75,1,"""plymouth fury"""
0.8060636092705491,-0.15366892739877827,21.0,6,231.0,110.0,3039.0,15.0,75,1,"""buick skyhawk"""
1.685484778058119,-0.1495856177837699,20.0,8,262.0,110.0,3221.0,13.5,75,1,"""chevrolet monza 2+2"""
2.508712912679548,0.16528241804794905,13.0,8,302.0,129.0,3169.0,12.0,75,1,"""ford mustang ii"""
-2.1663914817421204,1.3175617100550208,29.0,4,97.0,75.0,2171.0,16.0,75,3,"""toyota corolla"""
-0.7950530288276239,-0.19540240573332635,23.0,4,140.0,83.0,2639.0,17.0,75,1,"""ford pinto"""
0.6003506724454108,-0.2969051968347665,20.0,6,232.0,100.0,2914.0,16.0,75,1,"""amc gremlin"""
-1.013393663677225,-0.42889832630384134,23.0,4,140.0,78.0,2592.0,18.5,75,1,"""pontiac astro"""
-1.059910353633054,1.6319804706522867,24.0,4,134.0,96.0,2702.0,13.5,75,3,"""toyota corona"""
-1.7150166359931707,0.6265386316007688,25.0,4,90.0,71.0,2223.0,16.5,75,2,"""volkswagen dasher"""
-1.520774453765085,1.1525771067691495,24.0,4,119.0,97.0,2545.0,17.0,75,3,"""datsun 710"""
0.60115087440437,-0.0015676015031951612,18.0,6,171.0,97.0,2984.0,14.5,75,1,"""ford pinto"""
-1.8192503523932115,1.0434008796411984,29.0,4,90.0,70.0,1937.0,14.0,75,2,"""volkswagen rabbit"""
0.5914654613148997,-0.5441741376211152,19.0,6,232.0,90.0,3211.0,17.0,75,1,"""amc pacer"""
-0.8987334095145729,0.7970637615458345,23.0,4,115.0,95.0,2694.0,15.0,75,2,"""audi 100ls"""
-1.0182698393684826,0.397699281760007,23.0,4,120.0,88.0,2957.0,17.0,75,2,"""peugeot 504"""
-0.6265737762723558,0.8220935568063011,22.0,4,121.0,98.0,2945.0,14.5,75,2,"""volvo 244dl"""
-0.6332078770954436,1.065154942011874,25.0,4,121.0,115.0,2671.0,13.5,75,2,"""saab 99le"""
-2.939561257439736,1.0882881776569517,33.0,4,91.0,53.0,1795.0,17.5,75,3,"""honda civic cvcc"""
-1.4871426261100835,0.5302519405378401,28.0,4,107.0,86.0,2464.0,15.5,76,2,"""fiat 131"""
-1.605028706478078,0.37815315631091145,25.0,4,116.0,81.0,2220.0,16.9,76,2,"""opel 1900"""
-0.6888871541624184,-0.03328249772230249,25.0,4,140.0,92.0,2572.0,14.9,76,1,"""capri ii"""
-1.4614770318648342,-0.38201452115796275,26.0,4,98.0,79.0,2255.0,17.7,76,1,"""dodge colt"""
-1.5982558725420555,0.6341081795061393,27.0,4,101.0,83.0,2202.0,15.3,76,2,"""renault 12tl"""
2.755648104332239,-0.44832869271074766,17.5,8,305.0,140.0,4215.0,13.0,76,1,"""chevrolet chevelle malibu cla"
2.973765530640861,-0.41531498035039033,16.0,8,318.0,150.0,4190.0,13.0,76,1,"""dodge coronet brougham"""
2.436479792514833,-0.5610924229407027,15.5,8,304.0,120.0,3962.0,13.9,76,1,"""amc matador"""
3.2321859448119823,-0.4102419085422655,14.5,8,351.0,152.0,4215.0,12.8,76,1,"""ford gran torino"""
0.624727496632668,-0.47932651924456215,22.0,6,225.0,100.0,3233.0,15.4,76,1,"""plymouth valiant"""
0.9203890596570982,-0.38592655183739133,22.0,6,250.0,105.0,3353.0,14.5,76,1,"""chevrolet nova"""
-0.08803228083065412,-0.8058129091720597,24.0,6,200.0,81.0,3012.0,17.6,76,1,"""ford maverick"""
0.2425451151554528,-0.8224761614407607,22.5,6,232.0,90.0,3085.0,17.6,76,1,"""amc hornet"""
-2.4790950774132017,-1.1090067855451027,29.0,4,85.0,52.0,2035.0,22.2,76,1,"""chevrolet chevette"""
-2.050289413681761,-1.0771654746181683,24.5,4,98.0,60.0,2164.0,22.1,76,1,"""chevrolet woody"""
-1.896498137937483,0.8273688977975797,29.0,4,90.0,70.0,1937.0,14.2,76,2,"""vw rabbit"""
-2.9879778798086467,0.9184624302437384,33.0,4,91.0,53.0,1795.0,17.4,76,3,"""honda civic"""
